valid,filename,dataset,model,sample_size,timestamp,max_turns,temperature,seed,source,accuracy_mean,accuracy_ci_lower,accuracy_ci_upper,n_samples,split,run_name,config,model_clean,dataset_clean,condition
True,,humaneval,dev,,20250916T090445Z,2,0.2,1,runs_directory,1.0,1.0,1.0,164,dev,20250916T090445Z__humaneval__dev__demo__seed1__t0.2__mt2,"{'dataset': 'test_data/humaneval_smoke.jsonl', 'subset': None, 'max_turns': 2, 'provider': 'demo', 'model': 'demo', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,HumanEval,Self-Correction (2-turn)
True,,humaneval,dev,,20250908T211602Z,2,0.2,1,runs_directory,0.95,0.85,1.0,20,dev,20250908T211602Z__humaneval__dev__gpt-4o__seed1__t0.2__mt2,"{'dataset': 'humaneval', 'subset': 'subset_20', 'max_turns': 2, 'provider': 'openai', 'model': 'gpt-4o', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,HumanEval,Self-Correction (2-turn)
True,,humaneval,dev,,20250918T222028Z,3,0.2,1,runs_directory,0.8719512195121951,0.8170731707317073,0.9207317073170732,164,dev,20250918T222028Z__humaneval__dev__gpt-4o__seed1__t0.2__mt3,"{'dataset': 'humaneval', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,HumanEval,Self-Correction (3-turn)
True,,humaneval,dev,,20250908T212605Z,3,0.2,1,runs_directory,0.7682926829268293,0.7012195121951219,0.8292682926829268,164,dev,20250908T212605Z__humaneval__dev__gpt-4o__seed1__t0.2__mt3,"{'dataset': 'humaneval', 'subset': 'full', 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,HumanEval,Self-Correction (3-turn)
True,mathbench_sample_100.csv_gpt-4o_summary_20250918_225637.csv,mathbench,gpt-4o,100.0,20250918_225637,3,0.2,42,csv_results,0.416,0.37275271110469943,0.45924728889530053,500,,,,GPT-4o,MathBench,Self-Correction (3-turn)
True,mathbench_sample_500.csv_gpt-4o_summary_20250921_104217.csv,mathbench,gpt-4o,500.0,20250921_104217,3,0.2,42,csv_results,0.376,0.3334996980229992,0.4185003019770008,500,,,,GPT-4o,MathBench,Self-Correction (3-turn)
True,mathbench_sample_500.csv_gpt-4o-mini_summary_20250921_163113.csv,mathbench,gpt-4o-mini,500.0,20250921_163113,3,0.2,42,csv_results,0.99,0.9812698160257386,0.9987301839742614,500,,,,GPT-4o-mini,MathBench,Self-Correction (3-turn)
True,,mathbench,dev,,20250910T142409Z,3,0.2,1,runs_directory,0.918,0.894,0.942,500,sample,20250910T142409Z__mathbench_sample__dev__claude-3-5-sonnet-20241022__seed1__t0.2__mt3,"{'dataset': 'data/scaling/mathbench_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-5-sonnet-20241210', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,MathBench,Self-Correction (3-turn)
True,,mathbench,dev,,20250913T051915Z,3,0.2,1,runs_directory,0.0,0.0,0.0,500,sample,20250913T051915Z__mathbench_sample__dev__meta-meta-llama-3-70b__seed1__t0.2__mt3,"{'dataset': 'data/scaling/mathbench_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'replicate', 'model': 'meta/meta-llama-3-70b', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,MathBench,Self-Correction (3-turn)
True,,mathbench,dev,,20250910T151605Z,3,0.2,1,runs_directory,0.322,0.284,0.366,500,sample,20250910T151605Z__mathbench_sample__dev__claude-3-opus-20240229__seed1__t0.2__mt3,"{'dataset': 'data/scaling/mathbench_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-opus-20240229', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,MathBench,Self-Correction (3-turn)
True,,mathbench,dev,,20250911T221143Z,3,0.2,1,runs_directory,0.0,0.0,0.0,500,sample,20250911T221143Z__mathbench_sample__dev__meta-llama-llama-2-70b-chat__seed1__t0.2__mt3,"{'dataset': 'data/scaling/mathbench_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'replicate', 'model': 'meta-llama/llama-2-70b-chat', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,MathBench,Self-Correction (3-turn)
True,,mathbench,dev,,20250910T135124Z,3,0.2,1,runs_directory,0.224,0.188,0.262,500,sample,20250910T135124Z__mathbench_sample__dev__claude-3-haiku-20240307__seed1__t0.2__mt3,"{'dataset': 'data/scaling/mathbench_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-haiku-20240307', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,MathBench,Self-Correction (3-turn)
True,,mathbench,dev,,20250911T223005Z,3,0.2,1,runs_directory,0.0,0.0,0.0,500,sample,20250911T223005Z__mathbench_sample__dev__meta-meta-llama-3-70b__seed1__t0.2__mt3,"{'dataset': 'data/scaling/mathbench_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'replicate', 'model': 'meta/meta-llama-3-70b', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,MathBench,Self-Correction (3-turn)
True,,mathbench,dev,,20250910T132536Z,3,0.2,1,runs_directory,0.972,0.956,0.984,500,sample,20250910T132536Z__mathbench_sample__dev__gpt-4o__seed1__t0.2__mt3,"{'dataset': 'data/scaling/mathbench_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,MathBench,Self-Correction (3-turn)
True,,mathbench,dev,,20250910T133420Z,3,0.2,1,runs_directory,0.98,0.968,0.99,500,sample,20250910T133420Z__mathbench_sample__dev__gpt-4__seed1__t0.2__mt3,"{'dataset': 'data/scaling/mathbench_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,MathBench,Self-Correction (3-turn)
True,,mathbench,dev,,20250913T070921Z,3,0.2,1,runs_directory,0.642,0.602,0.684,500,sample_1000,20250913T070921Z__mathbench_sample_1000__dev__meta-meta-llama-3-70b__seed1__t0.2__mt3,"{'dataset': 'data/scaling/mathbench_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'replicate', 'model': 'meta/meta-llama-3-70b', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,MathBench,Self-Correction (3-turn)
True,,mathbench,dev,,20250914T045203Z,3,0.2,1,runs_directory,0.646,0.604,0.688,500,sample_1000,20250914T045203Z__mathbench_sample_1000__dev__meta-meta-llama-3-70b__seed1__t0.2__mt3,"{'dataset': 'data/scaling/mathbench_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'replicate', 'model': 'meta/meta-llama-3-70b', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,MathBench,Self-Correction (3-turn)
True,,mathbench,dev,,20250910T131758Z,3,0.2,1,runs_directory,0.972,0.956,0.984,500,sample,20250910T131758Z__mathbench_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/mathbench_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,MathBench,Self-Correction (3-turn)
True,,mathbench,dev,,20250919T055637Z,3,0.2,1,runs_directory,0.416,0.376,0.46,500,sample_100,20250919T055637Z__mathbench_sample_100__dev__gpt-4o__seed1__t0.2__mt3,"{'dataset': 'data/scaling/mathbench_sample_100.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,MathBench,Self-Correction (3-turn)
True,superglue_sample_100.csv_gpt-4o_summary_20250921_083728.csv,superglue,gpt-4o,100.0,20250921_083728,3,0.2,42,csv_results,0.348,0.30620549187969726,0.3897945081203027,500,,,,GPT-4o,SuperGLUE,Self-Correction (3-turn)
True,superglue_sample_500.csv_gpt-4o_summary_20250919_055155.csv,superglue,gpt-4o,500.0,20250919_055155,3,0.2,42,csv_results,0.326,0.28487134125770863,0.3671286587422914,500,,,,GPT-4o,SuperGLUE,Self-Correction (3-turn)
True,superglue_sample_500.csv_gpt-4o_summary_20250921_030255.csv,superglue,gpt-4o,500.0,20250921_030255,3,0.2,42,csv_results,0.378,0.3354551603839444,0.4205448396160556,500,,,,GPT-4o,SuperGLUE,Self-Correction (3-turn)
True,,superglue,dev,,20250916T090445Z,2,0.2,1,runs_directory,0.0,0.0,0.0,5,smoke,20250916T090445Z__superglue_smoke__dev__demo__seed1__t0.2__mt2,"{'dataset': 'test_data/superglue_smoke.csv', 'subset': None, 'max_turns': 2, 'provider': 'demo', 'model': 'demo', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,SuperGLUE,Self-Correction (2-turn)
True,,superglue,dev,,20250913T121131Z,3,0.2,1,runs_directory,0.988,0.978,0.996,500,sample_1000,20250913T121131Z__superglue_sample_1000__dev__gpt-4o__seed1__t0.2__mt3,"{'dataset': 'data/scaling/superglue_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,SuperGLUE,Self-Correction (3-turn)
True,,superglue,dev,,20250910T101945Z,3,0.2,1,runs_directory,0.236,0.202,0.276,500,sample,20250910T101945Z__superglue_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/superglue_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,SuperGLUE,Self-Correction (3-turn)
True,,superglue,dev,,20250910T121328Z,3,0.2,1,runs_directory,1.0,1.0,1.0,500,sample,20250910T121328Z__superglue_sample__dev__claude-3-5-sonnet-20241022__seed1__t0.2__mt3,"{'dataset': 'data/scaling/superglue_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-5-sonnet-20241210', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,SuperGLUE,Self-Correction (3-turn)
True,,superglue,dev,,20250914T033113Z,3,0.2,1,runs_directory,0.012,0.004,0.022,500,sample_1000,20250914T033113Z__superglue_sample_1000__dev__meta-meta-llama-3-70b__seed1__t0.2__mt3,"{'dataset': 'data/scaling/superglue_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'replicate', 'model': 'meta/meta-llama-3-70b', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,SuperGLUE,Self-Correction (3-turn)
True,,superglue,dev,,20250919T125155Z,3,0.2,1,runs_directory,0.326,0.286,0.368,500,sample_500,20250919T125155Z__superglue_sample_500__dev__gpt-4o__seed1__t0.2__mt3,"{'dataset': 'data/scaling/superglue_sample_500.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,SuperGLUE,Self-Correction (3-turn)
True,,superglue,dev,,20250913T124632Z,3,0.2,1,runs_directory,1.0,1.0,1.0,500,sample_1000,20250913T124632Z__superglue_sample_1000__dev__claude-3-5-sonnet-20241022__seed1__t0.2__mt3,"{'dataset': 'data/scaling/superglue_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-5-sonnet-20241210', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,SuperGLUE,Self-Correction (3-turn)
True,,superglue,dev,,20250910T104706Z,3,0.2,1,runs_directory,0.0,0.0,0.0,500,sample,20250910T104706Z__superglue_sample__dev__claude-3-sonnet-20240229__seed1__t0.2__mt3,"{'dataset': 'data/scaling/superglue_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-5-sonnet-20241210', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,SuperGLUE,Self-Correction (3-turn)
True,,superglue,dev,,20250913T122909Z,3,0.2,1,runs_directory,0.376,0.332,0.422,500,sample_1000,20250913T122909Z__superglue_sample_1000__dev__claude-3-haiku-20240307__seed1__t0.2__mt3,"{'dataset': 'data/scaling/superglue_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-haiku-20240307', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,SuperGLUE,Self-Correction (3-turn)
True,,superglue,dev,,20250910T103523Z,3,0.2,1,runs_directory,0.384,0.338,0.43,500,sample,20250910T103523Z__superglue_sample__dev__claude-3-haiku-20240307__seed1__t0.2__mt3,"{'dataset': 'data/scaling/superglue_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-haiku-20240307', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,SuperGLUE,Self-Correction (3-turn)
True,,superglue,dev,,20250913T120434Z,3,0.2,1,runs_directory,0.246,0.212,0.286,500,sample_1000,20250913T120434Z__superglue_sample_1000__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/superglue_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,SuperGLUE,Self-Correction (3-turn)
True,,superglue,dev,,20250910T104244Z,3,0.2,1,runs_directory,0.98,0.966,0.99,500,sample,20250910T104244Z__superglue_sample__dev__gpt-4o__seed1__t0.2__mt3,"{'dataset': 'data/scaling/superglue_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,SuperGLUE,Self-Correction (3-turn)
True,,superglue,dev,,20250914T063456Z,3,0.2,1,runs_directory,0.866,0.836,0.898,500,sample_1000,20250914T063456Z__superglue_sample_1000__dev__gpt-4__seed1__t0.2__mt3,"{'dataset': 'data/scaling/superglue_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,SuperGLUE,Self-Correction (3-turn)
True,,superglue,dev,,20250913T121357Z,3,0.2,1,runs_directory,0.0,0.0,0.0,500,sample_1000,20250913T121357Z__superglue_sample_1000__dev__gpt4__seed1__t0.2__mt3,"{'dataset': 'data/scaling/superglue_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt4', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,SuperGLUE,Self-Correction (3-turn)
True,,toolqa,dev,,20250913T164208Z,1,0.2,1,runs_directory,0.05,0.01,0.1,100,sample,20250913T164208Z__toolqa_sample__dev__claude-haiku__seed1__t0.2__mt1,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 1, 'provider': 'anthropic', 'model': 'claude-haiku', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Baseline
True,,toolqa,dev,,20250913T164134Z,1,0.2,1,runs_directory,0.05,0.01,0.1,100,sample,20250913T164134Z__toolqa_sample__dev__claude-haiku__seed1__t0.2__mt1,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 1, 'provider': 'anthropic', 'model': 'claude-haiku', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Baseline
True,,toolqa,dev,,20250913T163940Z,1,0.2,1,runs_directory,0.05,0.01,0.1,100,sample,20250913T163940Z__toolqa_sample__dev__claude-haiku__seed1__t0.2__mt1,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 1, 'provider': 'anthropic', 'model': 'claude-haiku', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Baseline
True,,toolqa,dev,,20250913T164057Z,1,0.2,1,runs_directory,0.05,0.01,0.1,100,sample,20250913T164057Z__toolqa_sample__dev__claude-haiku__seed1__t0.2__mt1,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 1, 'provider': 'anthropic', 'model': 'claude-haiku', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Baseline
