valid,filename,dataset,model,sample_size,timestamp,max_turns,temperature,seed,source,accuracy_mean,accuracy_ci_lower,accuracy_ci_upper,n_samples,split,run_name,config,model_clean,dataset_clean,condition
True,,toolqa,dev,,20250912T083408Z,2,0.2,1,runs_directory,0.0,0.0,0.0,100,sample,20250912T083408Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 2, 'provider': 'anthropic', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (2-turn)
True,,toolqa,dev,,20250912T121034Z,2,0.2,1,runs_directory,0.0,0.0,0.0,100,sample,20250912T121034Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 2, 'provider': 'anthropic', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (2-turn)
True,,toolqa,dev,,20250912T121033Z,2,0.2,1,runs_directory,0.0,0.0,0.0,100,sample,20250912T121033Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 2, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (2-turn)
True,,toolqa,dev,,20250911T234741Z,2,0.2,1,runs_directory,0.0,0.0,0.0,500,sample,20250911T234741Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 2, 'provider': 'anthropic', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (2-turn)
True,,toolqa,dev,,20250913T100659Z,2,0.2,1,runs_directory,0.5,0.4,0.6,100,sample,20250913T100659Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 2, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (2-turn)
True,,toolqa,dev,,20250912T083426Z,2,0.2,1,runs_directory,0.0,0.0,0.0,100,sample,20250912T083426Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt2,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 2, 'provider': 'anthropic', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (2-turn)
True,,toolqa,dev,,20250912T195742Z,3,0.2,1,runs_directory,0.43,0.34,0.53,100,sample,20250912T195742Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250912T195744Z,3,0.2,1,runs_directory,0.0,0.0,0.0,100,sample,20250912T195744Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250909T231458Z,3,0.2,1,runs_directory,0.0,0.0,0.0,500,sample,20250909T231458Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250912T200025Z,3,0.2,1,runs_directory,0.0,0.0,0.0,100,sample,20250912T200025Z__toolqa_sample__dev__gpt-4o__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'gpt-4o', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250908T013749Z,3,0.2,1,runs_directory,0.39,0.3,0.49,100,sample,20250908T013749Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250910T090947Z,3,0.2,1,runs_directory,0.818,0.782,0.85,500,sample,20250910T090947Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250913T101040Z,3,0.2,1,runs_directory,0.0,0.0,0.0,100,sample,20250913T101040Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250913T082455Z,3,0.2,1,runs_directory,0.948,0.928,0.966,500,sample_1000,20250913T082455Z__toolqa_sample_1000__dev__claude-3-haiku-20240307__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-haiku-20240307', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250913T100116Z,3,0.2,1,runs_directory,0.5,0.4,0.6,100,sample,20250913T100116Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250913T110235Z,3,0.2,1,runs_directory,0.952,0.934,0.97,500,sample_1000,20250913T110235Z__toolqa_sample_1000__dev__gpt-4__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250913T083152Z,3,0.2,1,runs_directory,0.982,0.97,0.992,500,sample_1000,20250913T083152Z__toolqa_sample_1000__dev__gpt-4o__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250913T101039Z,3,0.2,1,runs_directory,0.5,0.4,0.6,100,sample,20250913T101039Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250910T003153Z,3,0.2,1,runs_directory,0.814,0.78,0.846,500,sample,20250910T003153Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250908T013750Z,3,0.2,1,runs_directory,0.0,0.0,0.0,100,sample,20250908T013750Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250913T105258Z,3,0.2,1,runs_directory,0.058,0.038,0.08,500,sample_1000,20250913T105258Z__toolqa_sample_1000__dev__meta-meta-llama-3-70b__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'replicate', 'model': 'meta/meta-llama-3-70b', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250908T001253Z,3,0.2,1,runs_directory,0.0,0.0,0.0,100,sample,20250908T001253Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250912T200023Z,3,0.2,1,runs_directory,0.5,0.4,0.6,100,sample,20250912T200023Z__toolqa_sample__dev__gpt-4o__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250909T231457Z,3,0.2,1,runs_directory,0.826,0.788,0.858,500,sample,20250909T231457Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250910T000740Z,3,0.2,1,runs_directory,0.798,0.762,0.832,500,sample,20250910T000740Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250910T000741Z,3,0.2,1,runs_directory,0.0,0.0,0.0,500,sample,20250910T000741Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250910T003154Z,3,0.2,1,runs_directory,0.0,0.0,0.0,500,sample,20250910T003154Z__toolqa_sample__dev__claude-3-haiku-20240307__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-haiku-20240307', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250913T101320Z,3,0.2,1,runs_directory,0.5,0.4,0.6,100,sample,20250913T101320Z__toolqa_sample__dev__gpt-4o__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250913T100433Z,3,0.2,1,runs_directory,0.5,0.4,0.6,100,sample,20250913T100433Z__toolqa_sample__dev__gpt-4o__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250913T084811Z,3,0.2,1,runs_directory,1.0,1.0,1.0,500,sample_1000,20250913T084811Z__toolqa_sample_1000__dev__claude-3-5-sonnet-20241022__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-5-sonnet-20241210', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250910T094417Z,3,0.2,1,runs_directory,0.808,0.774,0.844,500,sample,20250910T094417Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250913T100118Z,3,0.2,1,runs_directory,0.0,0.0,0.0,100,sample,20250913T100118Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250910T091427Z,3,0.2,1,runs_directory,0.944,0.924,0.962,500,sample,20250910T091427Z__toolqa_sample__dev__claude-3-haiku-20240307__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-haiku-20240307', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250910T095222Z,3,0.2,1,runs_directory,0.948,0.926,0.966,500,sample,20250910T095222Z__toolqa_sample__dev__claude-3-haiku-20240307__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'claude-3-haiku-20240307', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250908T235227Z,3,0.2,1,runs_directory,0.0,0.0,0.0,500,sample,20250908T235227Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'anthropic', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250913T081723Z,3,0.2,1,runs_directory,0.832,0.798,0.862,500,sample_1000,20250913T081723Z__toolqa_sample_1000__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample_1000.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
True,,toolqa,dev,,20250908T235226Z,3,0.2,1,runs_directory,0.8,0.764,0.834,500,sample,20250908T235226Z__toolqa_sample__dev__gpt-4o-mini__seed1__t0.2__mt3,"{'dataset': 'data/scaling/toolqa_sample.csv', 'subset': None, 'max_turns': 3, 'provider': 'openai', 'model': 'gpt-4o-mini', 'seeds': [1, 2, 3], 'temperature': 0.2, 'meta': {'git_commit': '', 'harness_versions': {'evalplus_version': 'N/A', 'humaneval_harness': 'local_sandbox_v1', 'gsm8k_extractor_version': 'metrics/accuracy.py@normalize_v2'}, 'os': 'Darwin'}}",dev,ToolQA,Self-Correction (3-turn)
